management,worklife,company,rank,culture,compensation,review,security,industry
3.7,3.9,Abbott Laboratories,47,3.9,4.1,Abbott is best known for their Pharmaceuticals but also have a large presence in the diagnostic market.  Training was very extensive with daily exams.  Videotaped presentations were required.  The overall training was 26 weeks with time at Abbott Park and time in the field with a trainer.  You did not re[port to the hiring manager until training was completed.  You reported to the field trainer until you graduated.  The culture was very strong as you would expect from 100yr old company.  There were many cultural attributed developed in training such as role playing influencing decision making and over all presentation skills..,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,Abbott Laboratories is a good company to work for.  They're one of few that still has a pension plan for employees and they also give an annual bonus.,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,"usually I start off checking all the trash at all main buildings,after that I water the perennials and all the other flower beds, once I finish I mow areas or weed whack if I see that it needs to be cut, also taking care and controlling the weeds. I usually drove the tractor to get me where I to be I also did group project designs and also remodel them as well.",3.6,Health Care
3.6,3.8,Texas Roadhouse,42,4,3.2,Everyone is so helpful and fun! The managers are awesome and work very well with any scheduling needs! I love working here and the food as always is amazing!,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,A typical workday was pretty fast paced. I learned alot about customer service and working with others. The workplace culture is great because everyone gets along!,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,"It was an alright worksplace, not to complicated. I wold reccomend this job to any first time worker or someone in need of the extra cash. The staff is overall respectful and fair.",3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,Fun work environment ,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,This job definitely kept me on my feet and taught me how to work well with people. It helped me to be able to do many different tasks at once and always stay on top of things.,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,It is a friendly place to work but sometimes not serious when needed. Lots of young kids working there that do not take their job serious at all. Management team is weak in many departments along with managers that should not be managers,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,"A typical day involves customer service skills and teamwork, I learn to multi-task and to be patient. The hardest part is to ensure 100% customer satisfaction. The workplace involves taking orders and refilling drinks. The biggest and important part is taking time with the guest, and holding converstaions. The most enjoyable part of the job is working with my best friends and the managers make it a great experience. Having people thank me for a job well done also makes it very much enjoyable.",3.5,"Restaurants, Travel and Leisure"
3.6,3.9,Microsoft,40,4,4,Strong company with a vision. Excellent benefits and overall compensation. Lots of politics and hard to balance life and work. Always lots of new things to learn,3.5,Internet and Software
3.7,4.1,ConocoPhillips,48,3.9,4.2,i enjoyed my work experience because it was truly a great place to work. Great work life balance...  really can't say enough good things about this company.,3.4,Agriculture and Extraction
3.7,4.1,ConocoPhillips,48,3.9,4.2,every day was different ,3.4,Agriculture and Extraction
3.7,4.1,Intuit,45,4.1,4.2,I had a great time working at Intuit. People were very knowledgeable. I like that they had Hackathon days where you can compete with your team against others in the company. It was a lot of fun.,3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,"The Team I worked with was great. It was a pleasure being able to work remotely, especially during the winter months. You had the flexibility of working more hours especially during peak tax season.",3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,This was a large call center at the time but has since become a much smaller operation. Attempts at using Six Sigma to improve call times backfired and customer satisfaction declined. Eventually most of the support was outsourced to India.,3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,Great company to work for.  The best benefits I've ever seen and the most amazing people you will ever meet. Voted Best Place to Work in multiple locations over the years.,3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,"They offer a lot of resources in order to do your job effectively and are understanding of life circumstances. They have a nice cafeteria on site as well as fun things to attempt to reduce the stress from out busy tax season. The hardest part of the job can be working extended hours and 6 to 7 days a week during tax season- It can make a work life balance very difficult, but that is only during tax season. They offer inspiration and help you create goals to make you the best you can be while employed here.",3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,Absolutely love working here. Intuit allowed me to synthesize my skills and knowledge and apply that to accomplishing strong work goals. Only problem is the job is temporary (4 months) out of the year for the tax season.,3.4,Internet and Software
3.8,4,Jackson Hewitt,39,3.8,3.3,"Poor management this year.  Too few MSM's, shortage of preparers, no overlap of personnel on the schedule, hands-on training did not reflect actual work.",3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,Open the Computer System for all the units in the office. I had the responsibility of the office as Manager of 7 Employes. ,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,Work pace slow and very busy depending on which day between Jan 1st and Apr 15th. The people we did taxes for were quite varied in personality and background.,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,Good company to work for.  Loved my time with them. I enjoy meeting different people during tax season.  They gave us material from anything we need to use to prepare taxes.  Very helpful if you have any questions,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,you have the ability to assist others with putting a smile on their face.,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,"Taking care of clients taxes. Well I had to learn how to do people taxes, and learn how to talk to the IRS. The people that I worked with are very helpful and friendly.",3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,I worked here for only a short period.  I had many laughs with my coworkers .  I learned a lot about preparing taxes .  The hours were sometimes long but to be expected in this line of work.,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,"the management was great, but the owners were very rude the would curse you out and talk down on you like you were nothing. some times you would work 7 days a week then they got to the point where they did want you to take a lunch",3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,positive work place wonderful opportunity to assist clients and  resolve tax related issues. customer service skills are key. management was supportive and responsive,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,Great pay awesome staff make your own schedule long breaks ,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,I enjoyed helping my community. Preparing taxes and was always fun with my fellow co workers. They never had a frown on  their faces. The manager was always kind and generous.,3.3,Consulting and Business Services
3.7,3.8,"Marriott International, Inc.",49,4,3.7,For this project no telework available. Work culture casual in the office. Great people to work with. Enjoyed interacting with differend locations across the country,3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"Very large and beautiful inside rooms are very spacious and clean they have a lot of entertainment tennis, swimming pool and more food is outstanding with a bar as well",3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"There is a great culture at the Marriott. You really feel a sense of pride when working here and that isn't a very common thing to find. The pay could be more reflective of the workload, but that isn't likely to change. At times I would work several different positions in a day over the span of a few months, but be paid the same rate for them all. They really need to reevaluate the term ""reasonable request"". Other than that, the benefits are wonderful. Hotel discounts are incredible considering Marriott has over 30 brands and 5500 hotels worldwide.",3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"I loved everything about this company . It has a diversity of people, benefits are wonderful also the management is the best I've ever encountered",3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"Marriott international, inc is a fantastic company.  They provide a variety wonderful benefits including but not limited to health. They are the largest lodging corporation across the globe!",3.7,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,Beautiful resort! I learned a lot great chefs. Learning about Ca. cuisine and pacific ocean seafood. I worked 2 jobs at the same time here and also Caf Del Mar,4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,"The training that I received from Four Seasons was the best in the industry.  They took an entry level guy off the street like me and gave me a chance, I wasn't actually living on the streets but you know what I mean.  By the time training was complete I was more then ready for a supervisory role.  Thank You so much Four Seasons Hotels and Resorts.",4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,"I was the first person to take a look at the items for different departments, food, alcohol, hotel guest packages, checks etc before sending them off to it's proper place in the hotel .I've learned a great deal of responsibility and managing my time. The culture was diverse, there was an exchange program for employees through out the hotel and i met new people every day. The hardest part of the job to me was leaving a leaving the great people i met on my journey.Th e most enjoyable part of working at the Four Seasons was that the staff recognized each and everyone for the hard work and efforts that they put in and gave parties for recognition and holiday parties as well.",4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,I'll put it like this: ,4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,Working at the Four Seasons is basically being the lackey to a bunch of rich people.  In the golf department all of the higher ups are good friends with the members but there is no protection for any of the lower guys on the totem pole if anything goes wrong whether it is their fault or the members.,4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,It is a fast paced but awesome place to work. The staff and management are very good to work with and management is flexible. I enjoy working here very much.,4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,"work is fast paced in the valet office, unless you're a cashier, but a generally fun place to work. just don't scratch any cars, please. its a pretty good way to make tips. especially good for college students.",4,"Restaurants, Travel and Leisure"
3.6,3.9,Memorial Hermann,50,4,3.8,The experience of working with patients directly was great. Allowed me to utilize my bilingual skills and assuring the comfort of all patients and their medical needs to my ability.,3.7,NA
3.6,3.9,Memorial Hermann,50,4,3.8,The organization morale is great overall. Love when Dillards would come. But there was no room for growth within the parking department. I applied for other positions within the company unsuccessfully for years. I started to feel that because I held the title of a garage attendant recruiters felt that I wasn't qualified or capable of any other positions.,3.7,NA
3.6,3.9,Memorial Hermann,50,4,3.8,One of the Best Places to Work. Manager of the Compliance Department was also a previous CEO of one of the hospital and he was a great boss to work for.,3.7,NA
3.6,3.9,Memorial Hermann,50,4,3.8,"Memorial Hermann is a great company to work for. A typical day is very fast paced, demanding and rewarding all at the same time. If you have a passion for people this is a great fit! The hardest part of the job is time management. At the end of the day helping those that need it the most is the reward.",3.7,NA
3.6,3.9,Memorial Hermann,50,4,3.8,Worked at several Memorial Hospitals and was very pleased.  Would really like to get back in with Memorial systems.  Was full time in Pasadena until they closed and was transferred to The Woodlands.  I also worked PRN in Katy Texas.,3.7,NA
3.6,3.9,Memorial Hermann,50,4,3.8,Great company great benafits and retirement plan. Great employees and coworkers that you work with. New faces everyday. You will enjoy your job. Great for school will help you with school.,3.7,NA
3.8,4.1,Johnson & Johnson,24,4.1,4.1,"This is a great place to work. The people are good, the environment is rewarding and as long as you are engaged then you will grow individually and professionally",3.7,Pharmaceuticals
3.6,4,Intel,37,4,4.2,opportunity to do different things every day.,3.6,Computers and Electronics
3.7,3.9,Abbott Laboratories,47,3.9,4.1,St. Jude Medical employee recently acquired by Abbott. Experience with St. Jude Medical included a flexible work schedule with ability to work remote as well as rotating on call and after hours work.,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,"Worked doing shipping and receiving. I would have small tasks to do as well day to day, so I never really knew what to expect. If you like sitting in a cube all day this is it!",3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,Management has their favorites and they lay off everyone else. There is no room for advancement because everything has left for overseas and there is no more jobs for anyone else.,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,"Anyone who works at Abbvie with tell you they have great teams with great products.   I would not have left there in hind sight to go to genzyme, but had to take chance",3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,I really enjoyed working for them until they merged and things changed. I still liked that they helped and gave what was rightfully owed to their employees.,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,I worked for Abbott for approximately 3 1/2 years before it spun Hospira off into its own company. Abbott had great benefits and a really good retirement.,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,"This was my very first experience with a reputable Company and I learned so much, I got all my experience dealing in all aspects of what it means to respect others as well as getting them job done. I credit this Company for treating everyone equal and being fair in all areas. The benefits are well worth it.",3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,"Company was a difficult place to work, constantly down-sizing and letting go the groups that conduct the work while retaining unnecessarily high levels of management",3.6,Health Care
3.6,3.8,Texas Roadhouse,42,4,3.2,"Texas Roadhouse provides a family like experience. You get really close with the people that you work with and enjoy the easy going and fast paced environment. Management isn't always the best, but it's still a good place to work.",3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,This was a fun company to work for and you are able to make good money by working hard and proving yourself to others. I worked here for over 5 years and I really enjoyed it for the most part.,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,One of the most well managed and staffed kitchens I've worked in. The hours and pay were fairly competitive but the opportunity to advance was marginal.,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,Overall I nice place to work in you don't mind customer service and a bit of hard work from time to time.  Can be very fun and rewarding. Lots of chance for overtime and to move up.,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,Lousy rude servers,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,Texas Roadhouse is a place to work and find great friends. I loved my time at Roadhouse I made so many friends there and I really liked my position as a hostess.,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,"Texas Roadhouse is probably one of the best restaurants to work at in Goldsboro. Texas Roadhouse has taught me a lot. It taught me how to manage my time efficiently, how to keep personal issues away from work, and how ""the customer is always right."" A typical day at work means that you're probably going to be busy. Although you can be busy, you may not make as much as you think you were going to. 3% of all tips you make go towards bus boys, hosts, and food runners. You wont think 3% is a lot, until you get stiffed on a table and its money coming out of your pocket. Management use to be great, but not as much anymore. They try to comply to your schedule but sometimes they can't and pretty much tell you that you have to come in or you are in trouble. The managers are young and sometimes are not professional at work. The atmosphere at Texas is great. The servers dance every hour to different line dances, and everyone is overall friendly. Texas Roadhouse is definitely the place for large parties. The hardest part of the job is maintaining food running tickets. At the end of the night, if you don't have enough food running tickets, you'll usually have a 2-table section the next night or that coming up weekend. Which I believe is unfair since most of us work to pay our bills. The most enjoyable part is everyone who works there. Everyone is extremely nice and friendly.",3.5,"Restaurants, Travel and Leisure"
3.6,3.9,Microsoft,40,4,4,"I've seen huge improvements in management and culture even just in the few years I've been here, and the people I've worked with have always been incredibly smart, but management above my lead has always been conflicted.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"poor training, support. Good pay, ability to prioritize own work, redundancy abounds! Often feel like tasks are assigned just for the purpose of having tasks. Poor efficiency.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"Microsoft is a place where you can work with very smart and driven people, and have the opportunity to constantly learn and evolve. Workplace culture is highly dependent on team, but trends towards flexible and empowering. On the other hand, Microsoft has a reputation for promoting and rewarding ""strategic"" delegators, who know how to take credit for the work of others, while failing to understand that strategy and tactics can and must coexist. In some orgs, this has lead to an abundance of non-technical, politically-driven managers who don't understand the tools and processes that allow an organization function, yet continue to be advance up the ladder by talking louder and ""playing the game"". While I've seen some positive change, I've also seen many talented individuals leave the company for ""greener"" pastures.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"Great place to start a career, tons of smart people and hard problems to solve.   Get pay and benefits in an dynamic field of software / hardware in multiple markets.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"I found Microsoft to be a harsh transition from my previous workplaces. The culture is pretty cut throat, and uninspiring. Microsoft lacked a direction for Skype after the acquisition, and it showed in subsequent events.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"Great work-environment and work-life balance but ensure you are on a high visibility project which is funded well and has stakeholder support. There are several projects that get ""killed"" because they did not have funding and so cutting the team becomes the imminent next step for the company",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"If you love tech, this is a great place. No doubt you'll talk tech (mostly the MSFT stack) from enterprise to consumer.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"Overall, I think Microsoft is a good company to work for. There are lots of old-timers who have worked there for years. If you happen to join team with a few of such people, then it might not be a good situation. They would support each other almost unconditionally. Microsoft used to have rigid performance review system, so the survived people should either be technically strong, or have good people skills.",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"It depends on which organization you are working for Microsoft. Old organization has heavy latency issues, and politics can be a big issues. ",3.5,Internet and Software
3.6,3.9,Microsoft,40,4,4,"My time there was short, I was a contractor not a full employee. We were given a project and a time limit and set loose. we worked crazy hours, some time 90 hr a week or more but were paid very well for it.",3.5,Internet and Software
3.8,4,Jackson Hewitt,39,3.8,3.3,"Fun environment. Flexible schedule. Due to being seasonal work, not able to maintain during off season. ",3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,Jackson Hewitt can be  a rewarding seasonal employment. The tax code changes yearly and you need to keep pace with that knowledge to best serve your customers. You must be able to work with all types of people.,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,Great people and at times very fast paced. Good company to work for seasonally. They work with you on your schedule and try to find things to do to keep you busy during the slow days.,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,"This position only lasts for a few months and they do not pay you for your mandatory training to do the job. In fact, you have to pay out of your own pocket to receive the training to do the job. If you are lucky, you may get enough hours over the 3 month span to cover your cost. Its practically volunteer work.",3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,"I have enjoyed working here, it is mostly flexible so if you have another job you can set your hours that u want to work or if you only want to work weekends or evenings you have that availability.",3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,"Love working for Jackson Hewitt, customers are great, Love helping people out. It's great to make people happy, My boss was great!! Look forward to working there again next year.",3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,Great company.  Good people.  Learned so much about a diverse group of people.   I had never worked in this field so I loved learning about numbers and how easy it was to read people.,3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,"So far I have good experience in Jackson Hewitt, everyone has good attitude and supervisor are reachable. I have learned to be patience and helpful for our clients.",3.3,Consulting and Business Services
3.8,4,Jackson Hewitt,39,3.8,3.3,"A typical day at the Lakewood branch for me was I would get in, find out if I was needed as a CSA or a sign spinner. if it was sign spinning, I would spin for a couple of hours, then head in and find out if anything had changed. If I was needed as a CSA I would hand newcomers paperwork they needed to fill out for the tax preparers, scan and file completed forms, and /or complete call campaigns.",3.3,Consulting and Business Services
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"Unprofessional management, too many rooms, not enough pay, over worked, not enough workers, and you have to do everybody job in different departments including your own.",3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,great fast paced job I learned quickly how to get the rooms together in a clean and sanitary matter they trained us well I really liked the job but it was a transportation problem at the time,3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"............it was great I enjoyed it but management was terrible, the compensation was great but they usually over work you and are very unorganized .",3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"GREAT PLACE TO WORK answer telephone calls from guests seeking to make or cancel hotel reservations. They greet arriving guests, assign rooms, issue keys, and collect guest payment and billing information. ... Upon checkout, agents calculate the guest's final bill and collect payments.",3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,Marriott is proud to be considered one of the most culturally diverse companies and I agree ; they are. I have an amazing boss who is always happy to help teach new things.  the company as a whole is very positive.,3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,Marriott has an impressive corporate business structure. I have gained a variety of valuable experience that transcends beyond the hospitality industry.,3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"Its a great place to to kick start your customer service skills. Plenty of advancement opportunities, as well as tuition reimbursement opportunities. Benefits are cool too.",3.7,"Restaurants, Travel and Leisure"
3.4,3.9,Boeing,38,3.7,4.2,"Boeing is the world's leading aerospace company and the largest manufacturer of commercial jetliners and military aircraft combined, The Company also provides numerous military and commercial airline support services. Boeing has customers in more than 90 countries around the world and is one of the largest U.S. exporters in terms of sales. Boeing has a long tradition of aerospace leadership and innovation.				",3.4,Aerospace and Defense
3.6,3.9,NewYork-Presbyterian Hospital,41,3.9,4.1,I like working at the hospital because i get to meet new people everyday. My co-workers are great to work with plus we work as a team. I learn that their are different diets. The management at the hospital are great they will ask you if you need any help. Since i being there so long its not hard. The most enjoyable part of the joy is when we have employee appreciation day.,3.9,Health Care
4,3.9,Four Seasons,25,4.3,4,"Great name to have on your resume. The property I worked for is fairly new, the focus was that the staff provide 5 star service but over worked  their employees and harshly disciplined staff when minor mistakes were made. The lack of support from the  managers to better employees is disappointing. The pay was disrespectful, but I assume the hotel knew the Union was going to come and represent the staff so they took advantage of paying close to nothing while they could. The room discount program was hard to get, unlike other hotel brands (Marriott, Starwood, Hilton). Maybe a better company to work for in 5+ years, but not now.",4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,"Trendy, upscale, poolside restaurant & bar. Typical day at work was focusing on catering to business people and families on property. Eight hour shifts under sun exposure was the most challenging part of this experience. The most enjoyable part to me was the constant opportunity to engage with guests and meet new people.",4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,Great hospitality environment. My work ethic and introduction to superb customer service helped excel in my position as a Door Attendant for Four Seasons Baltimore property.,4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,I have only worked there for a few weeks so i am not sure about the longevity of how the company treats it's employees. I am also a self-employed contractor only working with them to help run the renovation project.,4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,"Fast-paced and fun; great people and rich culture. Lots of opportunity for Hospitality industry experience.  Great benefits including travel, 401k, health insurance and discounts",4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,Enjoy working for this company for the last 5 years but looking to grow my portfolio and experience within the hospitality and food service industry..,4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,"You get to meet so many great people. You learn what resident's drink and have for snack, you learn everyone's names fairly quickly. The management is fairly decent. The hardest part of the job is learning all of the drinks and trying to keep up. The most enjoyable part is the satisfaction when you learn everything.",4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,I have been comfortably employed with this company since 2008.  Employees are treated fairly for the most part.  High expectations lead to high quality.,4,"Restaurants, Travel and Leisure"
4,3.9,Four Seasons,25,4.3,4,Skills technically hard hard get rewarded by freedom of breaks n learn new technical development.travels from portwashinton to keel Wisconsin sites to improving citys n neighborhoods throughout foxvalley plus.,4,"Restaurants, Travel and Leisure"
3.8,4.1,Johnson & Johnson,24,4.1,4.1,"Type of workplace that if you are a hard worker, the reward is more work and absolutely no recognition.  No worklife balance. Good benefits. Not fairly compensated.",3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,awesome team of people to work for. I enjoyed the work environment.as well as I learn a lot and obtain my forklift license. love it and there was room to grow,3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,"first experiences in packing. I like new experience I like learn. diferent job. new opportunity  for packing. god supervisor and personal. god pay, god experience",3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,My sales position at Johnson and Johnson has shown that people are completely replaceable. The management does not feel a need to build relationships or support their workforce.,3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,"Great place to work. Always learning something new about the company,the personnel, the equipment and the importance of the job i did in the company. Happy environment.",3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,"	Environmental regulatory compliance and assessment of environmental impacts ",3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,"great company to work for with a friendly work environment. management is on top of their games, they provide you with clear project guidelines and expectations for completion.",3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,I wasn't really interested in this job it was just one of those just need it to keep the bills paid type things. It was a warehouse but we worked on assembly lines.,3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,"3D printing operations are located at an outside laboratory in the University of North Florida. Therefore, the environment feels quite different than a regular company. With all of its advantages and disadvantages.",3.7,Pharmaceuticals
3.8,4.1,Johnson & Johnson,24,4.1,4.1,"J&J is a good company to work for, however depending on the department you work for, it can get a bit stressful. Sometimes, the demand seems unrealistic, but the people are great, so the help is there.",3.7,Pharmaceuticals
3.6,4,Intel,37,4,4.2,"its not a bad place to work but politics get a hold on people and the rest is history, benefits are good and the pay is great but the headache is huge. they make sure they let you know how much they are paying you although they do nothing to make you a productive contributor.",3.6,Computers and Electronics
3.6,4,Intel,37,4,4.2,"Worked for the Intel team in San Antonio. Caring work culture and managers that encourage learning and building skills. Breadth of certifications, courses, and resources offered for employees to build their skills and grow.",3.6,Computers and Electronics
3.6,4,Intel,37,4,4.2,"Even though my time there was thru a contracting company, my experience with with the Intel employee was a good one and they seem satisfied with their job.",3.6,Computers and Electronics
3.6,4,Intel,37,4,4.2,Good Company to work for.  I was able to do my job and do it good. I wish they allowed a work from home program for contractors more. I would recommended this company to anyone looking.,3.6,Computers and Electronics
3.6,4,Intel,37,4,4.2,"Exciting place to work. Projects were relevant, challenging and always pushed team to the limits. Management demanded high performance results, and rewarded accordingly. Would not trade the experience for anything, taught me a lot about myself.",3.6,Computers and Electronics
3.6,4,Intel,37,4,4.2,Assemble and test desktop computers and servers. ,3.6,Computers and Electronics
3.6,4,Intel,37,4,4.2,Intel is a great place to work I have worked there for almost 38 yrs.,3.6,Computers and Electronics
3.7,3.9,Abbott Laboratories,47,3.9,4.1,"I worked at Abbott for only one summer as a Global Marketing Intern, and I honestly cannot think of anywhere else that I rather would have worked! The job culture at Abbott is absolutely fantastic due to the amazing employees that Abbott has recruited and retained, as everyone in the higher up positions truly makes an effort to help, teach, and mentor those working below them. Although it can be a bit fast-paced, Abbott is a Fortune 500 Company who has clients and offices located around the world. Thus, this was not exactly a surprise to me. One of the major benefits to being an intern for Abbott was that I was offered stock options just for working for them for one summer, which was fantastic!",3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,Strong culture and professionalism.  Departments run like business entities and responsibility for staying afloat remains with internal staff.  One of a few companies that maintain a pension.,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,There is always work to be done. Not an idle moment.,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,its a good place to work and you can learn a lot from there and u have the chance to move up in or at any position and they have a good work etic and its a good and fun environment to be in.,3.6,Health Care
3.7,3.9,Abbott Laboratories,47,3.9,4.1,"On a daily basis, my QA group would meet each morning to look at our workload and then distribute the work by priority and see where each person was at with their current workload. This system worked well and our QA group was never the hold-up or bottleneck for any operation and kept all of our timelines, to maintain that patients never missed any doses of thei medication, by getting the batch records, including labeling, QA released and out the door.",3.6,Health Care
3.6,3.8,Texas Roadhouse,42,4,3.2,I learned communication skills and how to work with people even in stressful situations. My supervisor appeared to genuinely care for her employees and was very approachable.,3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,"One of the worst places I've ever worked hands down. Management was demeaning and favoritism played a huge role in who got certain sections. There were several incidence in which I was treated unfairly, disrespected and fired without prior warnings or an actual reason. Although most management and co-workers were well above 20 years of age, they were very unprofessional and immature. There was also a high volume of racism at this location and HR continues to allow those people to work and serve.",3.5,"Restaurants, Travel and Leisure"
3.6,3.8,Texas Roadhouse,42,4,3.2,"When I worked at Texas Roadhouse, I was a hostess for most of the time.  Once I worked there for over a year, I was then running food to tables. I really enjoyed working with all my coworkers and loved the atmosphere.",3.5,"Restaurants, Travel and Leisure"
